Date_reported,Country_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days
2023-04-16,MAR,MOROCCO,EMR,,0.0,,0.0
2024-12-15,HRV,CROATIA,EUR,,,,
2023-02-12,MYT,MAYOTTE,AFR,,,,
2022-11-13,CAN,CANADA,AMR,1269.0,,5779.0,
2024-03-17,SDN,SUDAN,EMR,,,,
2021-10-31,TCD,CHAD,AFR,,,,
2025-01-26,PRY,PARAGUAY,AMR,,,,
2024-01-07,TUR,TURKEY,EUR,,,,
2023-12-03,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2023-04-09,XXI,International conveyance (Kiribati),OTHER,,,,
2020-07-12,BWA,BOTSWANA,AFR,,,,
2024-11-17,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0
2024-06-30,LVA,LATVIA,EUR,,,,
2021-01-10,NER,NIGER,AFR,,,,
2024-02-25,CHN,CHINA,WPR,,,,
2021-01-31,GUY,GUYANA,AMR,,,,
2022-05-15,BRB,BARBADOS,AMR,,,,
2023-05-14,WSM,SAMOA,WPR,,,,
2024-02-04,RWA,RWANDA,AFR,,,0.0,0.0
2021-02-21,MSR,MONTSERRAT,AMR,,,,
2021-11-07,VIR,UNITED STATES VIRGIN ISLANDS,AMR,,,,
2024-09-01,POL,POLAND,EUR,13.0,,38.0,
2021-07-25,TCA,TURKS AND CAICOS ISLANDS,AMR,2.0,,2.0,
2023-09-03,MDV,MALDIVES,SEAR,,,,
2021-11-07,ATG,ANTIGUA AND BARBUDA,AMR,,,,
2020-06-21,SWE,SWEDEN,EUR,263.0,74.0,1399.0,412.0
2022-10-16,COK,COOK ISLANDS,WPR,,,,
2021-03-21,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2024-12-29,GIN,GUINEA,AFR,,,,
2023-05-07,RWA,RWANDA,AFR,,,,
2021-08-08,MDG,MADAGASCAR,AFR,,,,
2023-12-03,AIA,ANGUILLA,AMR,,,,
2025-02-09,MEX,MEXICO,AMR,,,,
2023-06-18,BRB,BARBADOS,AMR,,,,
2023-05-07,LTU,LITHUANIA,EUR,507.0,4.0,2349.0,34.0
2022-07-10,ARM,ARMENIA,EUR,,,,
2023-07-16,IDN,INDONESIA,SEAR,58.0,8.0,369.0,34.0
2021-01-03,SHN,SAINT HELENA,AFR,,,,
2020-03-08,LKA,SRI LANKA,SEAR,,,,
2020-11-22,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2023-07-23,SWZ,ESWATINI,AFR,,,,
2021-11-21,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2020-01-26,VAT,HOLY SEE,EUR,,,,
2023-01-29,MUS,MAURITIUS,AFR,,,,
2024-09-29,TGO,TOGO,AFR,,,,
2023-02-12,JPN,JAPAN,WPR,,,,
2023-09-03,TZA,UNITED REPUBLIC OF TANZANIA,AFR,,,,
2022-02-13,BIH,BOSNIA AND HERZEGOVINA,EUR,739.0,69.0,4072.0,315.0
2024-03-31,STP,SAO TOME AND PRINCIPE,AFR,,,,
2020-03-08,ECU,ECUADOR,AMR,1.0,,3.0,
2024-11-17,IRQ,IRAQ,EMR,,,,
2021-11-14,KNA,SAINT KITTS AND NEVIS,AMR,0.0,,10.0,0.0
2022-07-17,GRD,GRENADA,AMR,,,,
2021-01-31,UGA,UGANDA,AFR,,,,
2020-10-04,GUM,GUAM,WPR,,,,
2020-12-27,SUR,SURINAME,AMR,,,,
2024-07-14,IDN,INDONESIA,SEAR,,,,
2020-08-09,BEL,BELGIUM,EUR,226.0,,697.0,
2020-09-20,MNE,MONTENEGRO,EUR,218.0,5.0,512.0,10.0
2024-02-18,GNQ,EQUATORIAL GUINEA,AFR,,,,
2024-05-12,JAM,JAMAICA,AMR,,,,
2023-01-01,GUY,GUYANA,AMR,,,,
2024-02-04,BDI,BURUNDI,AFR,,,,
2024-04-28,MLI,MALI,AFR,,,,
2020-05-24,PRY,PARAGUAY,AMR,,,,
2020-10-25,ASM,AMERICAN SAMOA,WPR,,,,
2022-03-20,FRO,FAROE ISLANDS,EUR,,,,
2021-11-21,BTN,BHUTAN,SEAR,,,,
2023-01-15,BLZ,BELIZE,AMR,,,,
2023-01-22,MHL,MARSHALL ISLANDS,WPR,,,,
2023-05-28,SLV,EL SALVADOR,AMR,,,,
2022-05-29,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2022-10-30,IMN,ISLE OF MAN,EUR,,,,
2023-03-12,SVN,SLOVENIA,EUR,,,,
2020-02-16,THA,THAILAND,SEAR,2.0,,32.0,
2023-12-10,SEN,SENEGAL,AFR,,,,
2024-07-14,GLP,GUADELOUPE,AMR,,,,
2021-09-26,GGY,GUERNSEY,EUR,,,,
2020-07-05,SEN,SENEGAL,AFR,,,,
2023-05-14,SSD,SOUTH SUDAN,AFR,,,,
2021-05-09,SAU,SAUDI ARABIA,EMR,,33.0,,500.0
2024-01-21,NIU,NIUE,WPR,,,,
2024-05-26,UKR,UKRAINE,EUR,2.0,0.0,5.0,0.0
2020-07-26,BEN,BENIN,AFR,,,,
2025-03-30,TKM,TURKMENISTAN,EUR,,,,
2022-06-26,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2024-08-04,NOR,NORWAY,EUR,,,,
2020-09-27,MWI,MALAWI,AFR,,,,
2020-04-19,CUB,CUBA,AMR,,,,
2022-10-09,SRB,SERBIA,EUR,,,,
2025-04-06,PAK,PAKISTAN,EMR,,,,
2021-04-18,CAN,CANADA,AMR,2899.0,,9109.0,
2021-05-30,BRN,BRUNEI DARUSSALAM,WPR,,,,
2023-11-26,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,0.0,0.0
2024-08-04,BEN,BENIN,AFR,,,,
2022-07-24,POL,POLAND,EUR,90.0,,203.0,
2023-07-23,CZE,CZECHIA,EUR,6.0,1.0,25.0,2.0
2020-06-21,BGR,BULGARIA,EUR,191.0,,426.0,
2022-01-02,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2025-03-30,PYF,FRENCH POLYNESIA,WPR,,,,
2024-09-01,CAN,CANADA,AMR,,,,
2023-03-26,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2021-01-17,CHN,CHINA,WPR,803.0,,1489.0,
2021-11-28,SRB,SERBIA,EUR,,,,
2021-08-15,SGP,SINGAPORE,WPR,,,,
2020-11-22,STP,SAO TOME AND PRINCIPE,AFR,,,,
2020-02-02,SHN,SAINT HELENA,AFR,,,,
2022-01-09,JPN,JAPAN,WPR,,,,
2025-03-02,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2021-03-21,UGA,UGANDA,AFR,,,,
2020-03-01,JEY,JERSEY,EUR,,,,
2022-06-19,ABW,ARUBA,AMR,15.0,2.0,49.0,4.0
2022-12-04,PAN,PANAMA,AMR,,,,
2021-09-26,CMR,CAMEROON,AFR,,,,
2022-12-18,IND,INDIA,SEAR,,,,
2023-10-22,EGY,EGYPT,EMR,,,,
2020-08-16,GUY,GUYANA,AMR,,,,
2020-05-10,GIB,GIBRALTAR,EUR,,,,
2024-01-14,BRB,BARBADOS,AMR,,,,
2025-02-16,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2022-06-26,SDN,SUDAN,EMR,,,,
2024-11-24,KAZ,KAZAKHSTAN,EUR,,,,
2024-04-07,PRT,PORTUGAL,EUR,47.0,3.0,160.0,10.0
2021-03-21,DEU,GERMANY,EUR,5674.0,578.0,19558.0,1887.0
2022-06-19,GUF,FRENCH GUIANA,AMR,,,,
2020-08-23,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2024-04-28,SVN,SLOVENIA,EUR,,,,
2024-12-29,THA,THAILAND,SEAR,,,2174.0,
2021-06-27,SOM,SOMALIA,EMR,,,,2.0
2020-02-16,TKM,TURKMENISTAN,EUR,,,,
2022-10-30,DEU,GERMANY,EUR,,,7308.0,464.0
2022-08-14,NRU,NAURU,WPR,,,,
2020-03-22,NGA,NIGERIA,AFR,,,,
2020-04-26,ARM,ARMENIA,EUR,456.0,,729.0,
2025-04-20,AZE,AZERBAIJAN,EUR,,,,
2023-10-15,YEM,YEMEN,EMR,,,,
2024-02-18,NCL,NEW CALEDONIA,WPR,,,,
2020-05-31,CYM,CAYMAN ISLANDS,AMR,0.0,0.0,0.0,0.0
2020-02-16,LBN,LEBANON,EMR,,,,
2020-09-13,PYF,FRENCH POLYNESIA,WPR,,,,
2020-08-02,NIU,NIUE,WPR,,,,
2021-12-19,MYS,MALAYSIA,WPR,9466.0,,46279.0,
2020-08-30,WLF,WALLIS AND FUTUNA,WPR,,,,
2022-07-31,VAT,HOLY SEE,EUR,,,,
2022-10-09,LSO,LESOTHO,AFR,,,,
2024-10-20,COK,COOK ISLANDS,WPR,,,,
2022-11-20,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,
2020-05-31,CUW,CURAÇAO,AMR,0.0,0.0,0.0,0.0
2025-04-27,LUX,LUXEMBOURG,EUR,,,,
2020-05-03,COG,CONGO,AFR,,,,
2022-12-04,OMN,OMAN,EMR,,,,
2022-02-27,SLE,SIERRA LEONE,AFR,,,,
2021-06-13,GIB,GIBRALTAR,EUR,,,,
2020-05-24,KOR,REPUBLIC OF KOREA,WPR,,,,
2021-08-15,KHM,CAMBODIA,WPR,,,,
2020-10-11,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2023-07-16,TUR,TURKEY,EUR,,,,
2020-01-19,HUN,HUNGARY,EUR,,,,
2021-07-25,SHN,SAINT HELENA,AFR,,,,
2023-03-26,IDN,INDONESIA,SEAR,440.0,28.0,1428.0,81.0
2020-05-31,AND,ANDORRA,EUR,,,,
2023-09-10,GEO,GEORGIA,EUR,486.0,,1998.0,
2024-03-31,MSR,MONTSERRAT,AMR,,,,
2021-12-19,MMR,MYANMAR,SEAR,,,,
2023-03-12,DMA,DOMINICA,AMR,0.0,,0.0,
2023-11-05,JEY,JERSEY,EUR,,,,
2022-01-23,SLE,SIERRA LEONE,AFR,,,,
2022-12-04,ROU,ROMANIA,EUR,,,,
2022-01-02,SAU,SAUDI ARABIA,EMR,,7.0,,7.0
2025-02-02,CRI,COSTA RICA,AMR,11.0,0.0,49.0,2.0
2023-03-26,USA,UNITED STATES OF AMERICA,AMR,17303.0,,77870.0,
2021-07-25,GTM,GUATEMALA,AMR,87.0,44.0,274.0,161.0
2024-03-10,ARM,ARMENIA,EUR,,,,
2020-05-24,FJI,FIJI,WPR,,,,
2023-03-19,RWA,RWANDA,AFR,,,,
2022-01-09,SWE,SWEDEN,EUR,589.0,84.0,1415.0,307.0
2022-08-28,ZWE,ZIMBABWE,AFR,3.0,,14.0,
2020-11-22,CIV,CÔTE D’IVOIRE,AFR,,,,
2023-11-05,TGO,TOGO,AFR,,,0.0,
2021-01-31,ASM,AMERICAN SAMOA,WPR,,,,
2022-03-13,KOR,REPUBLIC OF KOREA,WPR,,,,
2022-08-21,BWA,BOTSWANA,AFR,,,1.0,
2022-02-27,TUV,TUVALU,WPR,,,,
2024-05-12,CAN,CANADA,AMR,172.0,12.0,617.0,56.0
2024-08-25,BTN,BHUTAN,SEAR,,,,
2024-12-01,SWZ,ESWATINI,AFR,,,,
2024-12-15,ASM,AMERICAN SAMOA,WPR,,,,
2021-05-30,ARE,UNITED ARAB EMIRATES,EMR,,,,
2022-07-24,LBY,LIBYA,EMR,,,,
2022-09-04,PRY,PARAGUAY,AMR,,,,
2021-01-03,PAN,PANAMA,AMR,,,,
2021-01-24,LSO,LESOTHO,AFR,,,,
2022-06-05,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2020-01-05,NER,NIGER,AFR,,,,
2023-08-06,SOM,SOMALIA,EMR,,,,
2023-01-29,COM,COMOROS,AFR,,,,
2022-01-02,MHL,MARSHALL ISLANDS,WPR,,,,
2022-01-30,SYC,SEYCHELLES,AFR,,,,
2024-12-08,SMR,SAN MARINO,EUR,,,,
2021-12-12,XXL,International commercial vessel,OTHER,,,,
2022-10-09,MTQ,MARTINIQUE,AMR,,,,
2020-07-19,KAZ,KAZAKHSTAN,EUR,,,,
2021-05-23,DMA,DOMINICA,AMR,,,,
2023-04-09,NOR,NORWAY,EUR,179.0,16.0,594.0,45.0
2023-04-16,RWA,RWANDA,AFR,,,,
2023-02-26,COK,COOK ISLANDS,WPR,,,,
2020-07-12,COK,COOK ISLANDS,WPR,,,,
2022-06-19,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2025-01-05,MTQ,MARTINIQUE,AMR,,,,
2021-08-22,TUV,TUVALU,WPR,,,,
2023-07-30,LKA,SRI LANKA,SEAR,,,,
2024-04-21,VNM,VIET NAM,WPR,,,,
2024-06-30,MLT,MALTA,EUR,75.0,4.0,213.0,6.0
2024-09-22,XXL,International commercial vessel,OTHER,,,,
2020-12-06,GAB,GABON,AFR,,,,
2021-06-13,MLT,MALTA,EUR,0.0,,5.0,
2024-11-24,COK,COOK ISLANDS,WPR,,,,
2022-01-09,KHM,CAMBODIA,WPR,,,,
2021-08-22,EST,ESTONIA,EUR,69.0,11.0,226.0,20.0
2022-07-31,KIR,KIRIBATI,WPR,,,,
2020-12-20,BMU,BERMUDA,AMR,1.0,0.0,7.0,2.0
2021-07-25,SDN,SUDAN,EMR,,,,
2021-01-03,GEO,GEORGIA,EUR,,,,
2021-07-18,XKX,Kosovo (in accordance with UN Security Council Resolution 1244 (1999)),EUR,,,,8.0
2023-04-30,PER,PERU,AMR,,,,
2023-09-10,GHA,GHANA,AFR,,,,
2025-03-30,DZA,ALGERIA,AFR,,,,
2024-09-15,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2025-04-27,NIU,NIUE,WPR,,,,
2023-12-03,GMB,GAMBIA,AFR,,,,
2022-09-18,BES,"BONAIRE, SINT EUSTATIUS AND SABA",AMR,,,,
2024-12-08,GLP,GUADELOUPE,AMR,,,,
2021-04-11,LTU,LITHUANIA,EUR,361.0,4.0,1305.0,13.0
2024-01-21,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2023-07-23,IDN,INDONESIA,SEAR,33.0,2.0,233.0,14.0
2024-12-01,IDN,INDONESIA,SEAR,,,,
2022-01-23,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,,
2021-12-19,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2020-10-25,TLS,TIMOR-LESTE,SEAR,0.0,,2.0,
2024-09-22,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2023-06-04,LTU,LITHUANIA,EUR,372.0,7.0,1434.0,11.0
2023-03-26,JOR,JORDAN,EMR,,,,
2024-05-19,VUT,VANUATU,WPR,,,,
2025-01-12,ALB,ALBANIA,EUR,,,,
2024-02-04,XXJ,International conveyance (Diamond Princess),OTHER,,,,
2022-09-11,SMR,SAN MARINO,EUR,,,,
2020-05-03,GUF,FRENCH GUIANA,AMR,,,,
2023-02-19,BEL,BELGIUM,EUR,1215.0,,3636.0,
2024-11-03,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2020-03-29,SPM,SAINT PIERRE AND MIQUELON,AMR,,,,
2023-07-23,GGY,GUERNSEY,EUR,,,,
2025-01-26,EGY,EGYPT,EMR,,,,
2024-11-10,PNG,PAPUA NEW GUINEA,WPR,,,,
2024-06-23,CYM,CAYMAN ISLANDS,AMR,,,,
2024-04-28,NIC,NICARAGUA,AMR,,,,
2020-09-06,ECU,ECUADOR,AMR,769.0,,3348.0,
2024-12-29,HRV,CROATIA,EUR,,,,
2020-08-23,SWE,SWEDEN,EUR,45.0,8.0,182.0,48.0
2022-05-08,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2025-02-23,ISL,ICELAND,EUR,,,,
2020-01-26,JEY,JERSEY,EUR,,,,
2023-04-02,GUY,GUYANA,AMR,,,,
2021-04-25,IRL,IRELAND,EUR,120.0,18.0,516.0,66.0
2023-01-29,GUM,GUAM,WPR,,,,
2022-04-10,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,3036.0,,10500.0,
2022-12-04,JOR,JORDAN,EMR,,,,
2021-10-10,SYR,SYRIAN ARAB REPUBLIC,EMR,23.0,,113.0,
2021-02-14,HND,HONDURAS,AMR,99.0,0.0,329.0,1.0
2025-02-02,JAM,JAMAICA,AMR,,,,
2024-12-01,MKD,NORTH MACEDONIA,EUR,0.0,,0.0,
2024-04-28,TUR,TURKEY,EUR,,,,
2024-06-02,BIH,BOSNIA AND HERZEGOVINA,EUR,0.0,0.0,1.0,0.0
2024-12-15,KWT,KUWAIT,EMR,,,,
2022-07-24,TON,TONGA,WPR,,,,
2023-01-29,BDI,BURUNDI,AFR,0.0,,0.0,
2020-03-15,BRA,BRAZIL,AMR,79.0,35.0,101.0,42.0
2021-02-07,PRK,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SEAR,,,,
2021-08-29,ITA,ITALY,EUR,2603.0,258.0,9441.0,891.0
2020-04-26,GNQ,EQUATORIAL GUINEA,AFR,,,,
2023-12-03,SWZ,ESWATINI,AFR,,,0.0,
2021-02-07,BLZ,BELIZE,AMR,,,,
2021-02-21,MRT,MAURITANIA,AFR,,,,
2025-03-23,ISL,ICELAND,EUR,,,,
2023-04-23,GBR,THE UNITED KINGDOM,EUR,,,,
2021-01-31,PAN,PANAMA,AMR,,,,
2024-06-23,KHM,CAMBODIA,WPR,,,,
2023-07-02,IRQ,IRAQ,EMR,,,,
2020-09-27,TJK,TAJIKISTAN,EUR,,,,
2025-01-12,NGA,NIGERIA,AFR,,,,
2020-01-12,AIA,ANGUILLA,AMR,,,,
2024-07-14,RWA,RWANDA,AFR,,,,
2022-01-02,FRO,FAROE ISLANDS,EUR,,,,
2021-01-10,COM,COMOROS,AFR,,,,
2021-10-24,GIB,GIBRALTAR,EUR,,,,
2023-05-14,MCO,MONACO,EUR,,,,
2020-02-23,KNA,SAINT KITTS AND NEVIS,AMR,,,,
2022-04-03,CYM,CAYMAN ISLANDS,AMR,,,,
2022-06-12,FSM,MICRONESIA (FEDERATED STATES OF),WPR,,,,
2020-08-09,COL,COLOMBIA,AMR,,,,
2024-08-25,HRV,CROATIA,EUR,,,,
2023-03-05,XXI,International conveyance (Kiribati),OTHER,,,,
2020-03-08,GUM,GUAM,WPR,,,,
2020-08-16,MCO,MONACO,EUR,,,,
2025-01-26,CUW,CURAÇAO,AMR,,,,
2025-03-09,PSE,"OCCUPIED PALESTINIAN TERRITORY, INCLUDING EAST JERUSALEM",EMR,,,,
2022-01-23,MRT,MAURITANIA,AFR,,,,
2023-04-30,LBN,LEBANON,EMR,,,,
2024-12-15,GNQ,EQUATORIAL GUINEA,AFR,,,,
2020-09-27,LBY,LIBYA,EMR,,,,
2020-10-11,ROU,ROMANIA,EUR,18319.0,,47159.0,
2021-12-05,MSR,MONTSERRAT,AMR,,,,
2025-02-23,PCN,PITCAIRN ISLANDS,WPR,,,,
2022-12-11,SLV,EL SALVADOR,AMR,,,,
2024-09-08,LBN,LEBANON,EMR,,,,
2022-06-05,TUR,TURKEY,EUR,378.0,83.0,1806.0,419.0
2024-09-01,CPV,CABO VERDE,AFR,,,,
2021-01-24,MNG,MONGOLIA,WPR,,,,
2023-06-11,PYF,FRENCH POLYNESIA,WPR,,,,
2021-02-28,NIC,NICARAGUA,AMR,,,,
2025-02-09,HTI,HAITI,AMR,0.0,0.0,0.0,0.0
2020-06-28,FJI,FIJI,WPR,,,,
2023-08-06,SHN,SAINT HELENA,AFR,,,,
2023-03-12,ERI,ERITREA,AFR,,,,
2023-09-03,TUV,TUVALU,WPR,,,,
2021-12-05,HUN,HUNGARY,EUR,,,,
2020-08-23,BLM,SAINT BARTHÉLEMY,AMR,,,,
2023-01-01,TKM,TURKMENISTAN,EUR,,,,
2022-01-02,BGR,BULGARIA,EUR,2666.0,,5780.0,
2022-12-25,AGO,ANGOLA,AFR,,,,
2025-03-09,MDV,MALDIVES,SEAR,,,,
2022-04-24,ARE,UNITED ARAB EMIRATES,EMR,,,,
2024-04-14,ITA,ITALY,EUR,127.0,2.0,493.0,14.0
2023-01-29,CYM,CAYMAN ISLANDS,AMR,,,,
2022-06-12,GUY,GUYANA,AMR,,,,
2023-02-19,COM,COMOROS,AFR,,,,
2023-07-30,MCO,MONACO,EUR,,,,
2021-08-22,ARM,ARMENIA,EUR,,,,
2020-01-19,PRT,PORTUGAL,EUR,,,,
2023-03-05,MRT,MAURITANIA,AFR,,,,
2020-06-07,TLS,TIMOR-LESTE,SEAR,,,,
2024-06-30,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0.0,0.0,1.0,0.0
2022-06-26,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,,,,
2020-08-02,CUB,CUBA,AMR,,,,
2025-02-09,ETH,ETHIOPIA,AFR,,,,
2020-10-11,TTO,TRINIDAD AND TOBAGO,AMR,,,,
2020-12-13,ZAF,SOUTH AFRICA,AFR,,,,
2024-05-05,SDN,SUDAN,EMR,,,,
2025-01-12,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2021-10-10,CRI,COSTA RICA,AMR,554.0,108.0,2917.0,588.0
2020-03-22,FJI,FIJI,WPR,4.0,,4.0,
2024-03-10,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2023-01-29,BWA,BOTSWANA,AFR,1.0,,7.0,
2020-04-19,VNM,VIET NAM,WPR,8.0,,140.0,
2024-03-17,NAM,NAMIBIA,AFR,,,6.0,0.0
2022-03-13,SWZ,ESWATINI,AFR,,,,
2024-12-15,ARG,ARGENTINA,AMR,62.0,,293.0,
2023-07-02,CIV,CÔTE D’IVOIRE,AFR,,,,
2021-11-28,ITA,ITALY,EUR,3143.0,331.0,10164.0,1039.0
2024-04-07,NOR,NORWAY,EUR,,1.0,,3.0
2022-01-16,SYR,SYRIAN ARAB REPUBLIC,EMR,,,1.0,
2020-08-09,USA,UNITED STATES OF AMERICA,AMR,32884.0,,127012.0,
2021-05-30,BHS,BAHAMAS,AMR,43.0,2.0,139.0,3.0
2022-07-31,MMR,MYANMAR,SEAR,,,,
2022-05-08,NPL,NEPAL,SEAR,,,,
2024-07-07,AUT,AUSTRIA,EUR,,,,
2024-05-19,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2020-04-12,MDV,MALDIVES,SEAR,1.0,,5.0,
2022-12-11,LBY,LIBYA,EMR,,,,
2024-06-30,RUS,RUSSIAN FEDERATION,EUR,933.0,,5695.0,
2020-05-31,IRN,IRAN (ISLAMIC REPUBLIC OF),EMR,,,,
2020-05-03,VUT,VANUATU,WPR,,,,
2024-02-11,GGY,GUERNSEY,EUR,,,,
2022-12-11,DMA,DOMINICA,AMR,,,,
2024-01-07,IND,INDIA,SEAR,,,,
2021-03-21,LTU,LITHUANIA,EUR,319.0,3.0,1317.0,14.0
2023-09-17,CHE,SWITZERLAND,EUR,76.0,,284.0,
2020-12-06,LBY,LIBYA,EMR,,,,
2020-11-29,HTI,HAITI,AMR,,,,
2022-10-16,GUM,GUAM,WPR,,,,
2021-06-06,GBR,THE UNITED KINGDOM,EUR,,,,
2024-09-15,CYM,CAYMAN ISLANDS,AMR,,,,
2021-12-12,MTQ,MARTINIQUE,AMR,,,,
2025-01-26,NLD,NETHERLANDS,EUR,,,,
2022-04-24,SLB,SOLOMON ISLANDS,WPR,,,,
2023-04-16,ITA,ITALY,EUR,1714.0,60.0,5943.0,177.0
2022-04-24,BMU,BERMUDA,AMR,0.0,,0.0,
2020-11-01,NPL,NEPAL,SEAR,,,,
2020-02-23,MTQ,MARTINIQUE,AMR,,,,
2022-10-30,SVK,SLOVAKIA,EUR,312.0,2.0,1670.0,26.0
2023-02-05,MNG,MONGOLIA,WPR,8.0,0.0,100.0,0.0
2021-08-15,SDN,SUDAN,EMR,,,,
2025-02-23,LTU,LITHUANIA,EUR,16.0,0.0,52.0,2.0
2020-05-24,IDN,INDONESIA,SEAR,2456.0,,5868.0,
2023-07-30,NZL,NEW ZEALAND,WPR,103.0,6.0,510.0,21.0
2020-12-13,KNA,SAINT KITTS AND NEVIS,AMR,0.0,,0.0,
2023-04-30,SYC,SEYCHELLES,AFR,,,,
2020-11-01,KOR,REPUBLIC OF KOREA,WPR,,,,
2024-04-28,MKD,NORTH MACEDONIA,EUR,0.0,0.0,1.0,0.0
2021-03-28,NGA,NIGERIA,AFR,,,,
2022-04-03,FIN,FINLAND,EUR,4.0,,30.0,8.0
2021-08-29,AUS,AUSTRALIA,WPR,,,,
2022-05-08,IMN,ISLE OF MAN,EUR,,,,
2020-01-19,FRO,FAROE ISLANDS,EUR,,,,
2022-05-15,SYR,SYRIAN ARAB REPUBLIC,EMR,,,,
2024-05-12,KHM,CAMBODIA,WPR,,,,
2020-04-26,GRC,GREECE,EUR,,10.0,31.0,87.0
2022-11-20,KGZ,KYRGYZSTAN,EUR,9.0,,9.0,
2023-06-11,GBR,THE UNITED KINGDOM,EUR,,,,
2024-06-09,CAN,CANADA,AMR,146.0,13.0,633.0,50.0
2020-03-22,CAF,CENTRAL AFRICAN REPUBLIC,AFR,,,,
2020-04-12,CRI,COSTA RICA,AMR,0.0,0.0,3.0,3.0
2020-06-28,VCT,SAINT VINCENT AND THE GRENADINES,AMR,,,0.0,0.0
2023-04-23,EST,ESTONIA,EUR,143.0,1.0,563.0,4.0
2022-02-06,XXL,International commercial vessel,OTHER,,,,
2021-10-24,FIN,FINLAND,EUR,48.0,14.0,240.0,64.0
2021-08-15,GUF,FRENCH GUIANA,AMR,,,,
2021-05-02,LAO,LAO PEOPLE'S DEMOCRATIC REPUBLIC,WPR,,,,
2022-05-29,YEM,YEMEN,EMR,,,,
2024-10-13,BGD,BANGLADESH,SEAR,0.0,,0.0,
2022-02-27,TJK,TAJIKISTAN,EUR,,,,
2024-05-19,NRU,NAURU,WPR,,,,
2022-05-08,PHL,PHILIPPINES,WPR,,,,
2023-01-08,TUN,TUNISIA,EMR,10.0,,55.0,
2023-03-26,FRO,FAROE ISLANDS,EUR,,,,
2023-09-24,PER,PERU,AMR,,,,
2023-06-25,BFA,BURKINA FASO,AFR,,,,
2025-03-30,SOM,SOMALIA,EMR,,,,
2024-08-25,COG,CONGO,AFR,,,,
2023-06-11,GHA,GHANA,AFR,,,,
2020-03-08,GRD,GRENADA,AMR,,,,
2022-10-30,THA,THAILAND,SEAR,2551.0,,7401.0,
2021-11-28,MDA,REPUBLIC OF MOLDOVA,EUR,,,,
2020-01-12,MMR,MYANMAR,SEAR,,,,
2022-04-03,JEY,JERSEY,EUR,,,,
2020-08-30,SOM,SOMALIA,EMR,4.0,,13.0,
2020-02-02,CYM,CAYMAN ISLANDS,AMR,,,,
2021-04-25,TUN,TUNISIA,EMR,789.0,,2702.0,1897.0
2024-02-11,LTU,LITHUANIA,EUR,51.0,3.0,259.0,13.0
2020-07-26,EST,ESTONIA,EUR,,,3.0,3.0
2023-03-12,BEL,BELGIUM,EUR,1981.0,,6471.0,
2023-11-05,BMU,BERMUDA,AMR,,,,
2021-02-07,MYT,MAYOTTE,AFR,,,,
2025-03-23,GUM,GUAM,WPR,,,,
2024-09-15,NAM,NAMIBIA,AFR,,,,
2021-07-04,CYP,CYPRUS,EUR,75.0,11.0,163.0,26.0
2020-11-29,ARM,ARMENIA,EUR,1401.0,,5302.0,
2023-11-05,AUS,AUSTRALIA,WPR,,,,
2021-08-29,COK,COOK ISLANDS,WPR,,,,
2023-04-02,RWA,RWANDA,AFR,,,,
